STREET_1,STREET_2,STREET_3,BOROUGH,NOOFHUMPS,NEARSCHOO,DATEINSTA,DATEREINS,ORDERNO,SEGMENTID
CAMPUS ROAD,AMERSFORT PLACE,EAST 27 STREET,Brooklyn,1,1,5/21/2018,9/4/2018,B-01303289,27449
CAMPUS ROAD,EAST 27 STREET,EAST 26 STREET,Brooklyn,1,1,5/21/2018,9/4/2018,B-01303289,27447
CAMPUS ROAD,BEDFORD AVENUE,EAST 23 STREET,Brooklyn,1,1,5/21/2018,9/4/2018,B-01303289,27341
CAMPUS ROAD,BEDFORD AVENUE,EAST 23 STREET,Brooklyn,1,1,5/21/2018,9/4/2018,B-01303289,27340
82 STREET,16 AVENUE,15 AVENUE,Brooklyn,2,2,5/18/2018,,B-01304020,19610
WEST 88 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,Manhattan,2,2,5/15/2018,,B-01305281,37399
EAST 104 STREET,5 AVENUE,MADISON AVENUE,Manhattan,1,1,5/15/2018,,B-01306243,37832
BALTIC STREET,3 AVENUE,4 AVENUE,Brooklyn,1,1,5/14/2018,,B-01301937,270226
BALTIC STREET,3 AVENUE,4 AVENUE,Brooklyn,1,1,5/14/2018,,B-01301937,9001481
BALTIC STREET,3 AVENUE,4 AVENUE,Brooklyn,1,1,5/14/2018,,B-01301937,162255
BALTIC STREET,3 AVENUE,4 AVENUE,Brooklyn,1,1,5/14/2018,,B-01301937,9001480
BALTIC STREET,3 AVENUE,4 AVENUE,Brooklyn,1,1,5/14/2018,,B-01301937,270227
BERGEN STREET,SMITH STREET,BOERUM PLACE,Brooklyn,1,1,5/14/2018,,B-01301493,22554
BERGEN STREET,BOERUM PLACE,COURT STREET,Brooklyn,1,1,5/14/2018,,B-01301493,22553
89 STREET,4 AVENUE,3 AVENUE,Brooklyn,1,1,5/10/2018,,B-01302548,16927
73 STREET,3 AVENUE,RIDGE BOULEVARD,Brooklyn,2,0,5/10/2018,,B-01302548,17486
87 STREET,3 AVENUE,RIDGE BOULEVARD,Brooklyn,2,2,5/9/2018,,B-01302208,126767
87 STREET,3 AVENUE,RIDGE BOULEVARD,Brooklyn,2,2,5/9/2018,,B-01302208,126766
INDALE AVENUE,MARINE DRIVE,HYLAN BOULEVARD,Staten Island,1,0,5/8/2018,,B-01299938 / 0129941,195726
INDALE AVENUE,MARINE DRIVE,HYLAN BOULEVARD,Staten Island,1,0,5/8/2018,,B-01299938 / 0129941,118168
EAST 17 STREET,AVENUE K,AVENUE L,Brooklyn,2,2,5/8/2018,,B-01302216,27178
EAST 17 STREET,AVENUE L,BAY AVENUE,Brooklyn,1,1,5/8/2018,,B-01302216,108104
BAINBRIDGE STREET,HOWARD AVENUE,RALPH AVENUE,Brooklyn,2,0,5/7/2018,,B-01302475,43538
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,79131
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,283191
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,79134
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93636
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,86741
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93551
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,94490
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93539
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93479
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93474
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,188413
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,72335
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,71874
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,71870
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,94493
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,94318
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,140809
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,179541
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,183921
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,86719
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,179544
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178126
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,277673
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,186033
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,176015
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,186034
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,86732
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,78217
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,9013535
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,78210
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,277674
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,72341
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93549
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,281073
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,93542
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,133307
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178300
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,281074
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178295
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,187180
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,142708
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178125
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,9013536
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,94328
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178296
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,94325
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,140810
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178136
CROSS BRONX EXPRESSWAY,THROGS NECK EXPRESSWAY,LOGAN AVENUE,Bronx,1,0,5/7/2018,,B-01264439,178135
EAST 31 STREET,BEVERLEY ROAD,TILDEN AVENUE,Brooklyn,2,0,5/4/2018,,B-01302528,28698
PELTON AVENUE,CASTLETON AVENUE,FOREST AVENUE,Staten Island,4,0,5/3/2018,,B-01299283,13654
EAST 12 STREET,WILLIAMS COURT,GILMORE COURT,Brooklyn,1,0,5/3/2018,,B-01302569,25768
BRIGHAM STREET,AVENUE V,AVENUE W,Brooklyn,2,2,5/3/2018,,B-01301482,39963
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/2/2018,,B-01301414,163674
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/2/2018,,B-01301414,163675
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/2/2018,,B-01301414,163676
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/2/2018,,B-01301414,28283
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/2/2018,,B-01301414,163673
EAST 14 STREET,AVENUE V,GRAVESEND NECK ROAD,Brooklyn,1,0,5/2/2018,,B-01302212,25978
SOBEL COURT,TARGEE STREET,BOWEN STREET,Staten Island,1,0,5/2/2018,,B-01299238 / 01299259,15105
OSGOOD AVENUE,GREENFIELD AVENUE,MOSEL AVENUE,Staten Island,1,1,5/1/2018,,B-01299378 / 01299384,114970
OSGOOD AVENUE,GREENFIELD AVENUE,MOSEL AVENUE,Staten Island,1,1,5/1/2018,,B-01299378 / 01299384,114222
OSGOOD AVENUE,FAIRWAY AVENUE,PARK HILL CIR,Staten Island,1,0,5/1/2018,,B-01299378 / 01299384,126705
OSGOOD AVENUE,FAIRWAY AVENUE,PARK HILL CIR,Staten Island,1,0,5/1/2018,,B-01299378 / 01299384,126704
EAST 17 STREET,FOSTER AVENUE,IRVINGTON PLACE,Brooklyn,1,0,5/1/2018,,B-01301391,163674
EAST 17 STREET,FOSTER AVENUE,IRVINGTON PLACE,Brooklyn,1,0,5/1/2018,,B-01301391,163673
EAST 17 STREET,IRVINGTON PLACE,DE KOVEN COURT,Brooklyn,1,0,5/1/2018,,B-01301391,28283
EAST 17 STREET,GLENWOOD ROAD,WALDORF COURT,Brooklyn,1,0,5/1/2018,,B-01301391,163487
EAST 17 STREET,GLENWOOD ROAD,WALDORF COURT,Brooklyn,1,0,5/1/2018,,B-01301391,163486
EAST 17 STREET,WALDORF COURT,WELLINGTON COURT,Brooklyn,1,0,5/1/2018,,B-01301391,27218
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/1/2018,,B-01301414,163674
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/1/2018,,B-01301414,163675
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/1/2018,,B-01301414,163676
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/1/2018,,B-01301414,28283
EAST 17 STREET,GLENWOOD ROAD,FOSTER AVENUE,Brooklyn,1,0,5/1/2018,,B-01301414,163673
EAST 17 STREET,AVENUE H,GLENWOOD ROAD,Brooklyn,2,0,5/1/2018,,B-01301414,163487
EAST 17 STREET,AVENUE H,GLENWOOD ROAD,Brooklyn,2,0,5/1/2018,,B-01301414,163486
EAST 17 STREET,AVENUE H,GLENWOOD ROAD,Brooklyn,2,0,5/1/2018,,B-01301414,27221
EAST 17 STREET,AVENUE H,GLENWOOD ROAD,Brooklyn,2,0,5/1/2018,,B-01301414,27218
PARK HILL AVENUE,SOBEL COURT,PALMA DRIVE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15283
EAST 34 STREET,AVENUE P,QUENTIN ROAD,Brooklyn,2,2,4/30/2018,,B-01302016,127915
EAST 34 STREET,AVENUE P,QUENTIN ROAD,Brooklyn,2,2,4/30/2018,,B-01302016,127917
EAST 34 STREET,AVENUE P,QUENTIN ROAD,Brooklyn,2,2,4/30/2018,,B-01302016,127916
EAST 34 STREET,AVENUE P,QUENTIN ROAD,Brooklyn,2,2,4/30/2018,,B-01302016,127918
KISSEL AVENUE,AMELIA COURT,WALES PLACE,Staten Island,1,0,4/27/2018,,B-01299806 / 01299813,13753
4 STREET,8 AVENUE,7 AVENUE,Brooklyn,2,2,4/27/2018,,B-01301923,28895
WEST STREET,VILLAGE ROAD EAST,GRAVESEND NECK ROAD,Brooklyn,1,0,4/26/2018,,B-01299247,25295
KISSEL AVENUE,WALNUT STREET,HENDERSON AVENUE,Staten Island,1,0,4/26/2018,,B-01299806 / 01299813,13744
KISSEL AVENUE,LINDEN STREET,WALNUT STREET,Staten Island,2,0,4/26/2018,,B-01299806 / 01299813,13741
MIDDLETON STREET,MARCY AVENUE,LEE AVENUE,Brooklyn,2,2,4/24/2018,,B-01299237,30871
AMERSFORT PLACE,EAST 26 STREET,EAST 27 STREET,Brooklyn,2,0,4/23/2018,,B-01300752,110373
AMERSFORT PLACE,EAST 26 STREET,EAST 27 STREET,Brooklyn,2,0,4/23/2018,,B-01300752,110374
EAST 57 STREET,BEVERLEY ROAD,CLARENDON ROAD,Brooklyn,1,0,4/23/2018,,B-01300778,42301
EAST 82 STREET,1 AVENUE,2 AVENUE,Manhattan,1,1,4/20/2018,,B-012279313,37744
RICHMOND STREET,JAMAICA AVENUE,ETNA STREET,Brooklyn,1,1,4/19/2018,7/3/2019,B-01298819,48333
GROVE STREET,ST NICHOLAS AVENUE,WYCKOFF AVENUE,Brooklyn,1,1,4/19/2018,,B-01299289,45260
EAST 17 STREET,AVENUE T,AVENUE S,Brooklyn,1,0,4/18/2018,,B-01300769,26023
EAST 21 STREET,AVENUE K,AVENUE L,Brooklyn,1,1,4/18/2018,,B-01300761,27297
MACDONOUGH STREET,HOWARD AVENUE,RALPH AVENUE,Brooklyn,2,2,4/17/2018,,B-01300751,43546
EAST 82 STREET,AVENUE J,AVENUE K,Brooklyn,1,1,4/13/2018,,B-01299212,42807
ST JUDE'S PLACE,SEAVIEW AVENUE,EAST 95 STREET,Brooklyn,1,1,4/10/2018,,B-01299223 / 01299237,168015
ST JUDE'S PLACE,SEAVIEW AVENUE,EAST 95 STREET,Brooklyn,1,1,4/10/2018,,B-01299223 / 01299237,168014
ST JUDE'S PLACE,SEAVIEW AVENUE,EAST 95 STREET,Brooklyn,1,1,4/10/2018,,B-01299223 / 01299237,46148
44 STREET,6 AVENUE,7 AVENUE,Brooklyn,2,0,4/9/2018,,B-01299011,20850
STERLING STREET,NEW YORK AVENUE,BROOKLYN AVENUE,Brooklyn,1,0,4/6/2018,7/19/2019,B-01299220,29711
EAST 15 STREET,ALBEMARLE ROAD,CHURCH AVENUE,Brooklyn,1,1,4/5/2018,8/31/2018,B-01293696,163670
EAST 15 STREET,ALBEMARLE ROAD,CHURCH AVENUE,Brooklyn,1,1,4/5/2018,8/31/2018,B-01293696,163669
SKILLMAN STREET,MYRTLE AVENUE,PARK AVENUE,Brooklyn,1,0,4/4/2018,,B-01296215,30846
213 STREET,58 AVENUE,56 AVENUE,Queens,1,1,4/3/2018,,B-01261790 / 01261798,181132
213 STREET,58 AVENUE,56 AVENUE,Queens,1,1,4/3/2018,,B-01261790 / 01261798,181131
213 STREET,58 AVENUE,56 AVENUE,Queens,1,1,4/3/2018,,B-01261790 / 01261798,181130
WEST 5 STREET,NEPTUNE AVENUE,WEST AVENUE,Brooklyn,1,0,3/29/2018,,B-01279874/B-01279882,163106
WEST 5 STREET,NEPTUNE AVENUE,WEST AVENUE,Brooklyn,1,0,3/29/2018,,B-01279874/B-01279882,163105
27 AVENUE,BATH AVENUE,HARWAY AVENUE,Brooklyn,1,1,3/28/2018,,B-01279852/B-01279863,19024
EAST 3 STREET,QUENTIN ROAD,KINGS HIGHWAY,Brooklyn,2,0,3/27/2018,,B-01293702,26713
MINNA STREET,MICIELI PLACE,BILLS PLACE,Brooklyn,1,0,2/27/2018,,B-01279385,21482
WEST STREET,GRAVESEND NECK ROAD,AVENUE W,Brooklyn,1,0,2/23/2018,,B-01279687,25292
RYDER STREET,AVENUE U,AVENUE V,Brooklyn,1,0,2/22/2018,,B-01279601,41073
AVENUE V,EAST 8 STREET,EAST 9 STREET,Brooklyn,1,0,2/21/2018,,B-01275750 / 01275756,25632
CHESTNUT STREET,JAMAICA AVENUE,ETNA STREET,Brooklyn,1,0,2/20/2018,,B-01279708,48337
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,178599
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,89056
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15319
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008770
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15324
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008771
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,90452
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116742
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116743
54 PLACE,FLUSHING AVENUE,NURGE AVENUE,Queens,1,0,8/2/2018,,B-0310061,167700
HIGHLAND BOULEVARD,BARBERRY COURT,VERMONT PLACE,Brooklyn,1,0,6/11/2018,7/1/2019,B-01306234 / 01306241,47767
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,178599
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,89056
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15319
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008770
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15324
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008771
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,90452
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116742
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116743
HIGHLAND BOULEVARD,VERMONT PLACE,JAMAICA AVENUE,Brooklyn,2,0,6/11/2018,7/1/2019,B-01306234 / 01306241,47912
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,178599
EAST 240 STREET,MARTHA AVENUE,NEREID AVE,Bronx,1,1,11/27/2018,,B-01329392,89056
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15319
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008770
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,15324
PARK HILL AVENUE,SOBEL COURT,OSGOOD AVENUE,Staten Island,2,0,4/30/2018,,B-01299298 / 01299363,9008771
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,90452
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116742
REEVES AVENUE,153 STREET,HORACE HARDING EXPY,Queens,1,1,9/12/2018,,B-01325791 / 01325804,116743
WEST 17 STREET,5 AVENUE,6 AVENUE,Manhattan,2,2,8/8/2018,,B-01318854,32811
UNIVERSITY AVENUE,WEST 168 STREET,WEST 170 STREET,Bronx,3,0,12/4/2018,,B-01329328,299632
UNIVERSITY AVENUE,WEST 168 STREET,WEST 170 STREET,Bronx,3,0,12/4/2018,,B-01329328,71445
64 AVENUE,110 STREET,GRAND CENTRAL PARKWAY,Queens,1,0,6/26/2018,,B-01310208,131149
64 AVENUE,110 STREET,GRAND CENTRAL PARKWAY,Queens,1,0,6/26/2018,,B-01310208,131148
BERGEN STREET,ROCKAWAY AVENUE,THOMAS S BOYLAND STREET,Brooklyn,2,2,6/12/2018,,B-01302455,43875
MACON STREET,MALCOLM X BLVD,PATCHEN AVENUE,Brooklyn,2,0,4/12/2018,,B-01299257,43319
LEXINGTON AVENUE,MARCUS GARVEY BLVD,THROOP AVENUE,Brooklyn,2,0,4/11/2018,,B-01299289,44104
PARK AVENUE,EAST 179 STREET,EAST 178 STREET,Bronx,1,0,10/18/2018,,B-01325420,298381
STATEN ISLAND FERRY PARKING ACCESS ROAD,NO NAME STREET,STATEN ISLAND FERRY PEDESTRIAN PLAZA,STATEN ISLAND FERRY,1,0,10/24/2018,,B-01330324,315356
OCEAN PARKWAY SR,AVENUE K,AVENUE J,BROOKLYN,2,0,8/3/2018,,B-01318811,136821
